,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
39,85.71,8.67,0.0,293.28,48.4,6.79,5.64,20.37,3.0,99.18,50.99,2.68,153.75,5.33,2.0,88.56,85.71,98.28,33.78,6.64,0.0,288.53,28.58,75.0,7.14,52.75,62.4,28.67,71.92,16.53,9.9,27.6,17.19,45.31,6.0,18.74,60.73,6.57,60.73,0.93,41.5,0.0,16.19,18.98,54.8,16.77,100.0,3.48,1494.0,76.05,0.0,293.28,11.38,2.19,0.65,44.87,112.9,28.1,81.47,9.37,2.68,4.16,10.74,2.61,15.05,24.09,6.87
40,60.0,8.86,0.0,328.1,64.5,2.12,4.67,2.97,3.0,100.0,157.89,12.18,172.68,8.36,6.36,506.84,60.0,94.24,43.94,3.4,1.65,259.92,39.7,50.0,3.19,44.0,75.3,39.97,56.06,11.7,14.48,19.42,2.77,63.33,7.86,20.26,-18.41,10.84,-18.41,0.85,18.27,0.0,25.32,22.36,69.36,24.72,99.51,4.72,6077.0,80.73,1.19,328.1,-2.3,8.32,9.2,42.37,85.8,15.46,32.7,16.62,12.18,6.68,10.46,38.55,17.77,13.48,11.75
41,50.0,5.9,209.46,264.67,52.1,17.96,8.06,0.0,3.0,99.18,29.04,0.0,153.9,4.72,1.18,28.9,50.0,96.28,75.98,5.88,5.93,234.99,30.78,0.0,6.78,54.6,63.9,21.25,86.2,22.64,15.93,3.54,27.43,53.1,4.13,19.62,84.23,5.88,84.23,0.69,28.45,0.0,0.0,21.63,59.02,22.11,99.21,4.74,1687.0,87.12,0.0,264.67,1.19,0.42,0.26,82.54,104.4,19.63,25.15,10.67,0.0,5.06,12.21,5.5,22.52,28.36,18.87
42,11.76,10.2,0.0,165.39,32.5,13.96,4.83,6.98,3.0,98.9,52.04,-8.03,174.16,5.1,1.46,58.67,11.76,93.3,22.12,7.28,0.0,203.0,20.63,0.0,4.76,43.85,68.6,16.76,60.05,20.66,9.89,17.58,9.89,62.64,10.2,13.5,144.56,7.18,144.56,0.82,42.34,0.0,0.0,20.94,53.8,17.59,100.0,3.87,1370.0,75.28,0.0,165.39,13.14,1.44,0.73,63.21,104.8,1.21,2.79,5.11,-8.03,0.76,15.82,-5.32,13.64,18.08,22.22
43,75.0,12.16,0.0,286.76,35.2,14.71,12.62,88.24,3.0,100.0,5.48,-10.64,173.65,3.04,0.0,25.76,75.0,98.21,63.77,0.0,0.0,276.49,76.53,0.0,10.53,42.0,66.2,13.68,83.8,27.36,14.29,12.24,18.37,55.1,6.08,14.13,183.73,15.29,183.73,0.97,0.0,0.0,0.0,21.81,59.06,20.13,100.0,1.82,658.0,76.23,1.52,286.76,-4.56,0.3,0.35,79.21,116.4,48.51,72.06,3.04,-10.64,16.26,25.21,-2.37,16.62,31.17,10.42
44,66.67,12.51,0.0,327.91,46.2,0.0,0.0,0.0,3.0,100.0,33.92,-0.34,281.6,1.69,1.35,21.03,66.67,98.03,53.97,3.39,0.0,341.19,18.98,85.14,2.02,46.62,73.7,22.99,64.67,16.0,11.9,12.27,37.17,38.66,6.42,19.13,24.74,0.0,24.74,0.91,39.07,20.21,29.47,22.83,64.35,21.4,99.51,1.48,2969.0,83.16,0.0,327.91,4.72,0.86,1.02,53.68,127.9,3.31,15.21,7.41,-0.34,9.97,19.22,12.68,18.15,27.84,4.21
45,88.89,5.38,0.0,240.75,47.2,2.1,2.76,4.4,3.0,95.07,39.33,2.31,152.38,15.19,11.31,212.22,88.89,83.27,41.69,3.41,2.04,281.17,34.38,134.29,4.65,22.2,76.5,16.96,72.46,20.31,11.8,9.63,7.22,71.35,5.52,16.66,131.38,8.92,131.38,0.66,10.96,1.09,29.83,16.71,57.11,20.79,75.06,6.52,14690.0,43.43,1.3,240.75,4.63,2.68,0.94,63.97,103.7,11.45,15.73,9.94,2.31,8.67,13.39,4.53,17.25,14.33,7.5
46,0.0,50.63,0.0,491.43,36.1,0.0,0.0,0.0,3.0,98.36,4.78,-12.82,244.52,12.66,6.33,7.21,0.0,100.0,77.97,62.89,0.0,1082.0,16.37,0.0,0.0,77.35,67.9,75.95,56.0,28.21,0.0,4.35,30.43,65.22,25.32,6.41,115.77,0.0,115.77,0.84,128.21,0.0,0.0,23.17,46.34,14.02,100.0,3.21,156.0,76.47,0.0,491.43,19.23,0.61,35.07,45.66,111.4,5.26,45.71,0.0,-12.82,7.65,22.79,-13.81,11.11,41.81,71.43
47,66.67,16.4,0.0,445.34,38.3,8.1,3.51,2.02,3.0,100.0,53.39,3.41,171.28,6.1,1.91,160.39,66.67,88.78,60.45,3.84,3.79,312.27,51.0,136.96,6.02,74.44,69.8,53.39,59.81,17.39,9.09,4.04,8.59,78.28,12.59,16.67,24.53,7.65,24.53,0.73,45.08,0.0,100.22,14.68,73.19,36.64,93.87,4.55,2640.0,81.08,0.77,445.34,3.03,5.4,0.97,67.01,89.8,10.72,28.34,9.85,3.41,12.04,20.3,20.6,12.27,17.15,16.76
48,50.0,0.0,0.0,208.33,68.2,83.33,42.42,83.33,3.0,99.18,16.67,-7.04,155.86,0.0,0.0,51.82,50.0,100.0,100.0,0.0,0.0,249.38,99.11,0.0,9.09,52.75,64.8,0.0,73.17,12.68,28.57,7.14,21.43,42.86,6.94,28.17,174.92,0.0,174.92,0.83,0.0,0.0,0.0,17.24,56.9,21.55,100.0,7.04,142.0,82.76,0.0,208.33,-7.04,1.06,0.36,54.74,120.8,25.0,41.67,0.0,-7.04,3.69,9.75,56.04,22.41,17.19,105.26
49,57.14,4.68,34.94,98.29,50.1,1.36,4.51,2.31,3.0,100.0,96.4,-3.23,171.77,11.82,7.02,346.26,57.14,84.21,42.47,3.92,1.29,315.22,46.29,122.78,4.31,39.09,67.7,38.98,69.64,22.61,13.9,7.05,1.52,77.52,5.98,14.52,124.42,6.39,124.42,0.57,4.39,0.0,102.86,20.44,58.04,16.89,77.06,6.76,7739.0,66.5,1.05,98.29,0.78,2.61,0.58,80.18,83.1,2.65,1.9,8.27,-3.23,13.8,20.49,8.92,15.94,28.71,7.9
50,41.67,3.81,60.55,85.58,55.0,1.41,1.64,1.28,3.0,99.45,112.97,-3.25,173.15,11.42,7.17,4012.0,41.67,76.37,34.49,3.2,0.5,421.98,86.42,126.88,4.4,37.68,68.4,49.08,64.5,22.37,16.24,3.27,0.35,80.14,5.81,13.31,33.94,6.39,33.94,0.5,8.77,0.93,34.98,18.45,57.06,18.75,71.87,6.21,100313.0,71.49,1.37,85.58,2.97,23.44,2.36,33.52,74.2,12.28,7.35,8.04,-3.25,1.96,2.41,4.05,8.28,36.54,4.93
51,100.0,8.53,0.0,24.88,43.5,20.17,3.85,0.67,3.0,100.0,47.22,-8.52,173.31,1.97,1.31,200.92,100.0,98.87,54.81,6.57,6.56,325.28,22.66,113.62,0.0,61.05,70.0,57.74,67.77,20.92,15.79,4.21,8.42,71.58,6.56,14.03,184.61,0.0,184.61,0.73,32.79,0.0,667.71,15.86,76.91,38.17,96.86,2.82,1525.0,89.36,0.66,24.88,6.56,5.73,1.58,26.22,123.1,40.4,26.9,5.25,-8.52,8.94,12.02,8.54,14.93,25.91,18.02
52,29.17,42.18,0.0,396.7,27.4,0.0,3.22,0.0,3.0,100.0,30.25,-13.36,373.15,2.22,0.0,9.23,29.17,99.35,94.76,11.07,0.0,301.44,9.56,106.06,13.33,48.36,75.5,35.52,62.68,18.71,6.78,5.93,50.85,36.44,7.77,14.03,67.71,0.0,67.71,0.96,37.86,0.0,196.43,22.48,66.63,25.76,90.28,4.23,898.0,82.48,0.0,396.7,5.57,1.34,24.2,41.79,146.4,1.9,25.27,5.57,-13.36,5.02,17.56,9.78,14.69,19.04,20.69
53,92.71,3.25,60.37,111.47,44.0,2.59,2.33,0.0,3.0,99.45,157.87,-4.82,174.1,12.63,7.99,5781.0,92.71,65.77,36.65,3.66,0.73,335.53,76.71,126.74,3.29,20.96,68.4,31.25,72.24,26.47,16.12,5.47,0.35,78.06,5.77,11.57,30.53,6.49,30.53,0.53,1.42,1.1,21.07,14.28,56.76,20.86,78.92,5.21,40877.0,71.31,1.39,111.47,4.67,44.37,3.68,11.6,73.3,14.92,10.25,6.65,-4.82,1.86,5.06,-5.49,9.74,32.8,3.96
54,66.67,3.26,0.0,577.51,47.4,0.0,0.0,0.0,3.0,100.0,7.41,-16.34,367.59,3.26,0.0,32.18,66.67,100.0,90.29,0.0,0.0,462.0,7.81,0.0,0.0,63.25,64.4,26.06,71.91,27.45,3.49,36.05,50.0,10.47,13.03,9.15,109.1,30.77,109.1,0.99,22.88,0.0,0.0,9.33,42.67,12.67,100.0,13.07,306.0,44.44,0.0,577.51,-3.27,2.2,59.31,9.46,122.3,1.99,12.16,3.27,-16.34,14.8,38.02,-14.29,12.03,30.86,47.62
55,44.44,6.55,33.19,131.21,42.8,1.46,2.3,1.39,3.0,99.18,90.85,-0.36,153.68,15.03,10.65,462.73,44.44,75.58,26.34,2.15,2.89,283.75,38.44,120.21,4.45,20.5,73.6,36.76,67.99,19.05,17.88,7.07,1.05,74.0,5.54,16.86,135.37,7.96,135.37,0.63,9.89,0.58,32.59,20.79,61.55,21.6,82.28,11.6,13854.0,62.69,1.08,131.21,1.59,4.76,1.1,72.91,83.9,6.92,5.63,8.16,-0.36,1.99,8.75,7.13,13.28,23.74,4.71
56,60.0,6.78,0.0,232.92,58.9,0.0,6.5,5.18,3.0,98.9,33.96,1.92,171.65,3.87,6.78,63.39,60.0,99.03,37.05,9.74,0.0,285.83,47.19,140.0,4.35,31.88,65.8,46.47,59.36,20.21,7.27,22.73,5.45,64.55,4.84,13.38,246.43,9.66,246.43,1.1,7.7,0.0,238.1,20.26,60.45,21.86,98.72,3.08,1039.0,80.68,0.97,232.92,2.89,1.83,0.12,81.21,97.0,7.26,17.6,9.62,1.92,0.67,1.92,5.8,21.62,47.01,15.27
57,0.0,12.12,0.0,87.43,50.2,109.29,0.0,0.0,3.0,95.07,12.2,6.13,155.44,0.0,0.0,9.85,0.0,100.0,75.56,0.0,0.0,557.12,119.25,0.0,16.67,28.8,59.1,12.12,61.39,15.95,15.38,11.54,30.77,42.31,12.12,15.34,312.52,0.0,312.52,1.02,122.7,0.0,0.0,17.7,55.75,21.24,100.0,4.29,163.0,85.96,0.0,87.43,6.13,0.16,0.97,74.32,179.7,7.69,10.93,6.13,6.13,9.43,12.45,-10.44,29.59,20.2,33.33
58,50.0,20.66,0.0,141.89,51.6,0.0,16.21,0.0,3.0,99.18,26.79,8.23,151.37,12.4,4.13,70.85,50.0,100.0,43.08,0.0,0.0,258.27,79.63,0.0,0.0,52.75,61.8,28.93,64.19,21.81,14.71,39.71,7.35,38.24,8.26,12.76,316.89,0.0,316.89,1.45,0.0,0.0,0.0,17.72,49.37,13.5,100.0,3.29,243.0,86.86,0.0,141.89,4.12,6.41,0.0,56.85,119.9,3.94,33.78,12.35,8.23,3.11,3.37,-20.59,22.3,27.82,22.73
59,88.89,3.13,0.0,211.91,42.5,0.0,1.48,3.11,3.0,99.45,57.84,2.12,171.36,2.99,1.28,809.28,88.89,89.85,44.03,2.87,0.0,231.87,26.03,50.0,3.27,50.48,77.6,39.18,67.62,16.42,11.14,4.81,3.04,81.01,3.99,18.78,-246.4,2.89,-246.4,0.64,0.0,0.0,12.07,14.74,73.34,34.84,99.4,3.21,7065.0,87.85,0.43,211.91,4.81,13.29,5.5,35.28,104.1,7.29,6.22,9.34,2.12,7.18,9.31,12.5,9.47,13.32,5.05
60,25.0,22.42,0.0,420.84,44.9,0.0,2.6,0.0,2.0,98.36,21.54,4.51,1779.0,0.0,0.0,12.32,25.0,99.48,13.52,0.0,0.0,346.47,10.11,0.0,0.0,55.94,65.8,22.42,81.56,28.67,5.68,23.86,37.5,32.95,8.97,12.87,203.2,20.96,203.2,1.44,0.0,0.0,0.0,19.5,56.88,19.72,100.0,4.51,443.0,67.38,0.0,420.84,11.29,1.66,72.28,16.54,108.9,14.14,114.23,11.29,4.51,2.78,22.49,-0.67,18.43,22.89,42.86
61,50.0,21.32,0.0,203.62,43.4,0.0,10.25,0.0,3.0,99.18,25.5,-5.56,152.35,5.56,0.93,23.63,50.0,99.16,40.39,9.28,0.0,222.35,47.39,80.0,5.26,65.8,65.6,32.44,69.28,17.78,20.21,9.57,24.47,45.74,3.71,17.87,258.74,9.47,258.74,0.89,20.37,0.0,26.04,19.66,51.43,14.88,97.18,1.76,1080.0,81.25,0.0,203.62,2.78,0.45,0.22,75.43,134.6,2.58,4.76,6.48,-5.56,1.61,7.72,7.68,23.51,18.31,5.43
62,35.0,12.16,0.0,190.54,41.6,2.05,2.86,11.27,3.0,98.9,74.34,-2.79,143.88,12.71,8.29,194.25,35.0,85.77,37.07,3.39,1.36,374.01,100.34,123.58,5.71,36.4,74.1,30.58,71.99,23.3,10.84,12.43,4.58,72.15,4.76,13.87,162.97,8.77,162.97,0.65,7.62,1.23,30.67,22.77,63.71,21.96,61.66,6.2,14691.0,51.77,1.29,190.54,0.54,3.18,0.57,70.01,89.4,7.61,7.04,7.22,-2.79,6.96,6.45,-0.89,15.06,24.04,9.76
63,45.0,2.91,8.21,9.98,44.2,2.94,3.22,0.88,3.0,100.0,42.77,-3.28,172.75,13.02,7.61,498.13,45.0,76.64,45.71,3.56,0.6,398.95,96.91,142.75,4.52,36.62,66.0,27.29,68.19,22.65,16.93,5.7,7.19,70.18,5.83,13.8,1.69,7.04,1.69,0.53,9.24,0.0,36.32,18.12,57.57,18.95,78.68,6.16,16777.0,51.11,1.6,9.98,9.3,2.29,0.39,62.41,89.3,18.04,9.63,7.51,-3.28,14.63,23.16,-0.29,18.41,34.65,2.7
64,26.32,15.94,0.0,469.57,47.5,0.0,0.0,0.0,3.0,98.36,27.47,-7.94,464.64,7.97,0.0,3.85,26.32,99.71,15.48,20.04,0.0,544.18,7.14,126.32,9.09,54.71,69.0,39.84,72.6,27.58,3.85,2.56,52.56,41.03,19.92,11.9,7.25,18.35,7.25,1.04,89.29,0.0,273.38,20.7,51.35,16.77,100.0,5.75,504.0,59.0,0.0,469.57,-1.98,0.65,19.06,58.17,112.3,2.4,34.78,3.97,-7.94,19.84,29.77,-13.25,26.05,27.15,63.49
65,75.0,16.29,0.0,313.86,33.0,7.79,5.49,0.0,3.0,100.0,20.24,-6.45,169.87,4.89,3.26,64.91,75.0,96.12,15.63,0.0,0.0,299.13,54.24,0.0,5.26,40.0,67.8,23.62,71.41,22.08,9.6,23.2,16.0,51.2,7.33,15.79,215.45,8.09,215.45,0.92,27.4,0.0,0.0,16.32,53.64,18.84,96.51,12.49,1241.0,69.29,0.0,313.86,20.95,1.45,0.94,72.59,118.3,4.4,10.9,4.03,-6.45,8.71,27.3,0.73,15.98,21.82,5.95
66,60.0,5.32,0.0,77.84,48.7,0.0,5.16,0.0,3.0,98.9,86.16,-3.83,157.11,6.38,3.4,157.82,60.0,84.15,39.59,2.12,2.13,276.91,74.31,0.0,3.97,43.85,69.8,24.04,69.49,19.94,10.0,23.0,5.5,61.5,4.89,17.27,137.83,10.45,137.83,0.71,2.98,0.0,0.0,20.6,56.94,17.62,94.61,6.43,4695.0,74.2,0.42,77.84,4.05,2.6,0.71,62.42,100.0,29.62,32.16,7.24,-3.83,0.56,14.06,-1.34,12.09,19.7,14.67
67,0.0,1.73,0.0,218.75,41.3,17.36,10.97,0.0,3.0,99.18,39.29,10.33,151.06,5.19,0.0,196.28,0.0,95.16,63.73,17.39,0.0,274.25,49.56,0.0,9.09,28.17,66.4,10.38,64.12,17.04,6.25,9.38,37.5,46.88,5.19,18.76,233.2,0.0,233.2,0.79,20.65,0.0,0.0,18.15,51.98,16.64,83.33,5.34,581.0,87.61,1.74,218.75,-8.61,2.47,0.34,54.05,99.8,29.73,38.19,12.05,10.33,3.93,4.19,-1.02,15.77,21.51,23.81
68,66.67,3.91,0.0,312.62,30.0,18.83,16.25,0.0,3.0,99.2,29.2,-3.94,212.8,3.91,1.95,36.97,66.67,97.99,72.06,0.0,0.0,452.05,107.16,0.0,5.56,47.61,64.8,1.95,67.11,15.94,8.0,8.0,38.0,46.0,9.77,18.7,302.59,0.0,302.59,0.82,70.87,0.0,0.0,18.53,57.14,17.41,100.0,4.33,508.0,76.07,1.94,312.62,5.91,0.99,0.07,59.39,203.5,17.39,37.66,7.87,-3.94,5.82,8.84,5.18,15.81,23.36,21.28
69,42.39,5.22,13.13,5.27,41.6,1.08,1.55,0.71,3.0,99.45,163.43,-4.11,173.66,13.64,8.68,8502.0,42.39,50.17,37.91,4.29,0.29,511.69,73.82,132.78,3.29,37.68,70.8,61.05,66.48,23.75,9.21,3.01,0.29,87.49,7.52,12.12,130.97,8.57,130.97,0.52,25.05,1.37,47.98,14.41,66.55,29.41,38.75,7.52,345110.0,41.01,2.22,5.27,6.48,31.46,1.8,19.71,82.0,13.3,4.95,7.19,-4.11,2.37,5.44,-2.28,9.43,44.08,2.99
70,75.0,6.0,0.0,147.56,33.0,0.0,17.55,0.0,3.0,100.0,20.72,-11.34,170.14,1.8,1.2,84.86,75.0,96.34,48.19,6.03,0.0,516.2,42.45,124.03,4.35,67.4,62.2,30.58,77.92,25.36,14.89,7.45,12.77,64.89,6.59,14.02,91.92,5.91,91.92,0.66,34.01,0.0,303.53,16.28,64.38,26.48,98.39,3.04,1676.0,84.31,0.0,147.56,0.0,2.44,0.56,71.29,106.0,59.55,150.4,4.18,-11.34,13.96,18.98,-3.18,12.89,32.5,28.57
71,100.0,27.51,0.0,324.16,50.3,0.0,8.28,133.21,3.0,98.36,13.99,-1.91,251.31,4.74,0.95,12.25,100.0,98.84,58.99,9.44,9.54,518.71,8.96,135.71,9.52,53.89,67.4,30.36,70.41,25.0,16.53,5.79,27.27,50.41,11.39,12.79,68.77,36.9,68.77,0.87,30.53,0.0,53.44,18.83,51.93,13.74,95.65,5.73,1048.0,64.66,0.0,324.16,18.13,0.75,28.77,62.78,105.3,3.66,15.1,7.63,-1.91,15.62,27.93,-5.24,17.47,20.38,32.26
72,100.0,25.5,64.72,185.74,51.9,7.43,6.58,0.0,3.0,100.0,93.57,-1.82,152.02,10.93,6.19,109.62,100.0,85.82,38.21,3.65,1.82,247.53,53.76,0.0,3.94,30.7,70.5,31.51,68.57,21.28,6.56,17.76,12.74,62.93,9.65,14.61,3.82,9.17,3.82,0.68,161.21,0.0,0.0,19.78,65.04,25.57,97.17,5.38,5502.0,63.98,0.91,185.74,2.18,2.28,1.0,52.32,94.1,4.02,8.36,6.0,-1.82,0.42,5.8,2.52,9.04,18.51,3.94
73,64.29,13.06,24.5,312.73,44.1,3.72,2.09,2.23,3.0,99.45,116.99,4.37,166.87,10.51,7.17,631.56,64.29,80.48,15.52,3.25,1.56,287.05,37.95,100.0,4.24,25.22,70.7,36.95,65.44,18.54,12.5,8.91,1.63,76.96,8.28,16.91,94.62,10.1,94.62,0.74,74.64,3.59,0.0,20.82,62.73,21.06,82.92,2.94,6404.0,78.33,0.97,312.73,5.78,20.72,3.16,32.54,85.6,8.79,33.51,11.56,4.37,1.54,7.23,23.37,12.05,10.67,5.18
74,57.14,2.74,0.0,319.88,40.0,7.62,0.0,18.28,3.0,98.9,24.93,-7.53,173.41,4.11,1.37,23.42,57.14,99.81,51.45,6.86,0.0,424.56,42.01,123.17,6.0,45.57,69.1,15.76,64.97,17.67,14.29,11.22,13.27,61.22,8.22,16.92,224.24,7.06,224.24,0.81,4.79,0.0,317.83,22.76,67.96,28.25,100.0,2.4,1460.0,84.99,0.69,319.88,3.42,0.39,0.63,68.86,117.6,2.66,7.62,2.74,-7.53,3.89,10.03,17.84,17.88,42.69,5.13
75,46.07,11.29,29.0,153.63,41.9,1.35,2.92,1.83,3.0,100.0,195.9,-3.51,191.0,14.25,9.73,3055.0,46.07,63.81,35.82,4.57,0.75,401.06,61.16,139.68,5.12,34.5,74.1,31.26,67.71,23.22,8.45,2.98,0.44,88.14,7.32,12.66,151.89,9.08,151.89,0.61,39.48,3.6,50.12,14.97,72.79,34.47,33.68,6.73,186370.0,34.6,2.37,153.63,6.44,22.93,2.23,31.89,85.0,59.94,34.93,7.04,-3.51,3.27,5.2,1.79,13.22,33.68,5.73
76,62.96,4.52,28.34,90.58,47.9,1.06,2.5,2.12,3.0,98.9,88.98,-0.55,171.89,13.85,9.22,2735.0,62.96,45.73,42.34,3.44,0.34,273.42,62.96,127.96,5.48,47.15,77.3,25.15,62.19,18.28,8.89,3.55,1.29,86.27,5.0,15.14,74.79,7.98,74.79,0.55,7.5,0.2,33.57,19.89,67.12,26.78,70.07,6.97,29328.0,69.69,1.65,90.58,7.74,18.54,1.31,56.16,87.3,10.6,8.67,8.35,-0.55,1.14,11.5,6.74,11.99,20.44,2.08
77,0.0,5.95,0.0,241.92,43.3,22.3,0.83,0.0,3.0,100.0,14.3,1.2,173.74,7.13,1.19,59.89,0.0,98.88,56.69,11.83,0.0,290.4,40.9,90.0,12.5,42.0,60.7,22.59,62.65,26.32,18.64,3.39,11.86,66.1,13.08,9.69,340.46,11.56,340.46,0.77,78.95,0.0,90.91,15.78,64.39,31.44,100.0,4.43,836.0,80.11,0.0,241.92,7.18,0.62,0.29,71.06,95.9,607.32,277.59,10.77,1.2,18.56,23.58,-3.91,13.85,33.41,46.51
78,100.0,5.29,20.06,227.88,47.4,1.1,2.86,0.0,3.0,98.9,122.51,-4.38,152.43,12.59,8.32,1116.0,100.0,55.21,41.72,4.02,1.09,402.75,45.05,119.85,3.38,57.6,69.9,39.93,74.21,24.65,8.01,8.9,1.1,82.0,5.58,13.98,68.11,8.02,68.11,0.53,5.47,0.44,37.73,19.54,59.53,20.65,62.29,7.41,27417.0,56.3,1.35,227.88,5.14,5.43,0.12,66.57,77.4,3.4,2.08,8.06,-4.38,1.83,9.31,0.05,13.84,55.14,4.36
79,66.67,0.0,0.0,346.24,39.8,22.78,0.0,0.0,3.0,100.0,38.74,-13.77,176.62,10.87,0.0,199.45,66.67,97.32,100.0,26.81,0.0,308.06,47.67,0.0,0.0,59.44,59.7,8.15,82.41,34.44,8.7,0.0,0.0,91.3,19.02,9.09,122.74,25.58,122.74,0.59,93.66,0.0,0.0,22.79,65.24,24.5,100.0,0.55,363.0,85.92,0.0,346.24,0.0,1.81,0.0,74.73,80.8,23.81,22.78,0.0,-13.77,16.66,21.68,-18.79,24.15,21.71,33.33
