,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
162,33.33,21.35,0.0,297.8,43.2,0.0,10.87,0.0,3.0,98.9,30.61,-7.71,419.14,3.42,4.27,50.56,33.33,100.0,27.78,8.53,17.12,353.78,87.52,0.0,7.69,50.7,67.7,40.14,65.21,22.43,4.27,37.44,8.53,49.76,11.96,13.7,273.55,0.0,273.55,1.12,43.66,0.0,0.0,20.62,54.33,18.08,100.0,2.57,1168.0,73.84,0.0,297.8,2.57,2.73,0.17,68.79,160.7,12.93,44.84,4.28,-7.71,3.2,12.11,0.52,13.6,26.65,6.76
163,84.62,5.82,0.0,73.74,35.2,2.02,8.3,6.06,3.0,100.0,66.88,1.2,172.64,12.04,9.23,110.55,84.62,89.04,42.34,4.02,8.0,290.29,69.98,108.47,4.58,40.0,70.8,20.06,67.19,20.7,9.3,11.37,9.56,69.77,6.42,15.48,79.29,10.04,79.29,0.71,9.2,3.8,38.65,20.82,59.14,20.11,72.52,12.12,4999.0,67.31,0.6,73.74,-8.6,1.51,0.15,77.42,94.0,20.89,16.16,11.0,1.2,9.69,22.25,6.91,16.51,23.71,6.26
164,40.0,13.53,0.0,138.39,51.1,22.32,4.89,22.32,3.0,100.0,15.72,-9.31,171.32,1.04,0.0,60.59,40.0,100.0,56.86,0.0,0.0,276.22,58.53,0.0,0.0,54.47,65.3,35.38,66.72,20.37,7.58,7.58,16.67,68.18,7.28,15.2,92.62,0.0,92.62,0.78,12.41,0.0,0.0,16.14,73.97,37.81,100.0,2.07,967.0,89.24,0.0,138.39,1.03,1.36,1.07,70.61,112.3,15.66,29.02,5.17,-9.31,7.03,15.28,14.17,22.68,37.66,22.9
165,66.67,7.63,0.0,283.24,55.5,0.0,16.69,0.0,3.0,98.9,10.49,-1.9,172.99,1.91,0.0,29.88,66.67,97.03,48.19,0.0,0.0,263.67,16.0,0.0,5.56,27.39,63.0,24.81,61.04,19.62,18.18,20.0,7.27,54.55,7.63,15.81,353.26,0.0,353.26,0.88,0.0,0.0,0.0,21.03,59.06,21.48,93.33,6.86,525.0,79.72,0.0,283.24,-3.81,0.54,0.06,67.84,117.5,10.1,19.27,15.24,-1.9,3.68,13.3,10.99,16.48,23.86,16.95
166,77.78,36.1,0.0,275.55,47.2,0.0,4.07,0.0,3.0,100.0,29.25,0.5,154.07,7.91,1.98,79.59,77.78,93.37,17.5,4.92,0.0,284.76,37.13,0.0,5.63,34.9,71.2,19.78,77.58,17.3,11.98,23.35,7.78,56.89,5.44,21.37,117.74,5.01,117.74,0.56,5.96,0.0,0.0,22.05,61.95,18.62,100.0,7.16,2012.0,75.23,0.49,275.55,5.96,0.87,0.2,80.58,99.7,29.78,27.92,9.44,0.5,0.73,0.42,16.98,18.37,22.92,12.2
167,100.0,20.36,0.0,130.77,45.9,0.0,0.0,0.0,3.0,100.0,12.74,-10.13,169.71,0.0,0.0,17.39,100.0,100.0,100.0,0.0,0.0,318.73,42.04,0.0,0.0,53.52,62.8,17.81,74.78,22.28,13.64,0.0,45.45,40.91,2.54,17.47,375.98,0.0,375.98,0.84,0.0,0.0,0.0,22.54,64.79,25.35,96.3,3.54,395.0,87.13,0.0,130.77,7.59,0.39,0.22,86.88,135.3,5.95,12.82,5.06,-10.13,11.95,16.98,5.9,20.0,49.11,17.24
168,100.0,10.96,0.0,334.11,40.6,23.2,0.0,69.61,3.0,100.0,12.46,2.22,177.12,0.0,0.0,65.17,100.0,98.48,85.56,0.0,0.0,247.97,63.56,0.0,0.0,26.97,64.0,43.86,59.36,19.51,10.26,7.69,15.38,66.67,26.32,13.75,16.44,0.0,16.44,0.76,2099.0,0.0,0.0,19.82,69.35,27.88,100.0,3.33,451.0,90.16,2.17,334.11,-4.43,1.46,2.75,60.69,113.3,16.56,58.0,4.43,2.22,16.77,29.67,9.73,11.02,26.89,16.39
169,25.0,10.72,0.0,79.77,45.4,0.0,13.11,0.0,3.0,100.0,36.59,-5.33,215.12,1.34,1.34,60.14,25.0,99.44,64.86,0.0,0.0,271.28,56.11,150.67,5.56,54.47,65.2,13.4,68.92,21.47,7.14,2.38,11.9,78.57,10.72,16.53,187.56,0.0,187.56,0.87,46.67,0.0,465.84,22.2,65.99,27.33,95.16,1.33,750.0,84.94,0.0,79.77,-4.0,0.45,0.08,68.81,136.0,86.96,56.98,6.67,-5.33,8.13,16.37,16.1,14.06,25.08,32.26
170,87.5,4.35,0.0,461.85,49.9,0.0,35.67,0.0,3.0,100.0,39.11,8.7,363.61,4.35,0.0,26.26,87.5,100.0,81.25,0.0,0.0,489.19,7.73,0.0,0.0,50.31,63.7,26.09,57.53,26.09,2.33,6.98,62.79,27.91,4.35,6.96,-144.39,42.37,-144.39,0.96,0.0,0.0,0.0,17.72,57.09,20.87,96.15,6.09,230.0,68.37,0.0,461.85,26.09,2.13,66.1,5.71,104.7,4.88,32.13,13.04,8.7,2.65,46.33,-16.36,37.88,39.39,52.63
171,0.0,18.96,0.0,219.57,31.6,23.87,0.0,0.0,3.0,100.0,12.82,-4.69,169.99,0.0,0.0,29.48,0.0,100.0,100.0,0.0,0.0,199.21,55.36,0.0,0.0,54.47,60.7,42.65,63.22,24.88,7.14,3.57,25.0,64.29,9.48,11.27,79.48,0.0,79.48,1.0,39.91,0.0,0.0,19.39,64.29,20.66,100.0,3.52,426.0,89.02,0.0,219.57,11.74,0.68,1.18,70.87,155.6,6.14,16.71,7.04,-4.69,7.47,10.18,7.85,17.62,46.18,27.03
172,33.33,4.28,0.0,171.31,83.0,0.0,7.6,0.0,3.0,100.0,71.85,-6.45,173.18,6.96,2.14,472.34,33.33,86.3,41.22,5.33,5.37,323.15,51.26,95.89,7.32,34.61,66.5,38.01,69.18,25.26,9.79,4.9,7.69,77.62,11.78,12.41,31.22,10.57,31.22,0.6,264.37,0.0,155.32,15.29,71.07,32.25,100.0,3.12,1861.0,77.69,1.07,171.31,1.07,7.56,0.0,47.72,90.0,9.46,15.48,9.13,-6.45,16.95,22.04,0.11,16.04,25.42,13.64
173,70.59,11.88,12.34,81.08,42.3,4.84,1.73,4.24,3.0,100.0,66.61,1.21,172.79,10.96,7.73,391.27,70.59,87.24,35.84,3.47,1.73,285.03,47.82,88.33,6.76,43.73,74.7,32.64,62.36,15.86,9.28,9.35,3.66,77.71,5.42,17.42,47.19,6.45,47.19,0.65,11.22,2.01,52.59,16.47,69.01,30.41,88.46,6.79,17384.0,65.2,1.21,81.08,9.61,13.03,1.1,46.52,106.0,1.37,4.24,8.57,1.21,5.18,13.41,12.88,13.36,15.6,9.05
174,100.0,12.93,0.0,349.4,45.0,48.19,10.04,96.39,3.0,100.0,66.28,-10.73,171.79,0.0,0.0,19.18,100.0,98.58,43.24,0.0,0.0,345.52,101.3,158.33,9.09,42.0,65.9,34.48,64.08,22.75,14.29,0.0,17.14,68.57,12.93,12.23,63.51,0.0,63.51,0.82,47.21,53.65,669.81,21.24,59.19,20.05,100.0,3.22,466.0,81.82,0.0,349.4,6.44,0.32,0.29,80.98,125.1,49.18,72.29,2.15,-10.73,15.0,20.37,22.31,17.82,41.62,40.0
175,33.33,12.9,0.0,139.61,39.6,0.0,0.0,77.92,3.0,100.0,80.25,-3.22,170.78,3.23,3.23,58.35,33.33,98.89,46.67,0.0,0.0,171.41,44.74,0.0,0.0,45.02,70.7,51.61,60.31,14.79,15.79,5.26,15.79,63.16,9.68,16.08,378.51,0.0,378.51,0.75,128.62,0.0,0.0,19.63,77.41,35.56,100.0,1.61,311.0,91.16,0.0,139.61,6.43,3.32,0.38,46.34,171.0,9.26,64.94,3.22,-3.22,12.76,17.78,1.97,19.74,20.51,20.83
176,100.0,13.45,44.07,75.02,52.5,2.73,3.3,10.91,3.0,99.45,84.85,0.66,173.72,6.6,3.83,361.77,100.0,91.1,27.6,3.96,0.0,372.5,103.23,137.67,4.98,47.61,68.8,49.33,60.44,18.7,15.96,6.6,4.26,73.19,7.65,14.65,289.78,5.25,289.78,0.7,12.8,0.0,157.37,25.57,64.29,17.57,66.67,2.85,7579.0,70.57,1.19,75.02,0.13,11.4,1.48,40.72,84.3,9.62,30.01,9.76,0.66,0.41,9.8,9.16,10.4,24.59,20.75
177,100.0,11.86,0.0,302.42,33.9,80.65,0.0,241.94,3.0,99.18,22.22,-8.03,156.92,0.0,0.0,28.89,100.0,100.0,100.0,0.0,0.0,529.9,138.03,0.0,12.5,61.3,67.3,35.57,79.14,19.68,14.29,0.0,38.1,47.62,7.91,19.68,382.72,0.0,382.72,0.9,96.39,0.0,0.0,23.08,60.1,18.27,100.0,0.0,249.0,85.26,0.0,302.42,0.0,0.38,2.43,67.98,125.7,47.62,80.65,8.03,-8.03,3.82,8.73,14.22,16.15,34.64,40.0
178,84.62,3.74,0.0,171.28,54.4,9.96,3.51,0.0,3.0,100.0,47.32,-0.74,151.33,10.28,5.42,194.53,84.62,89.42,54.97,3.75,1.86,258.97,27.23,114.58,4.35,36.1,66.2,21.86,66.05,19.74,12.3,11.04,10.41,66.25,6.54,15.81,51.43,7.56,51.43,0.61,107.53,0.0,45.24,20.03,57.11,18.74,94.53,6.96,5375.0,72.08,1.31,171.28,1.49,1.72,0.87,68.66,87.8,5.19,3.98,8.93,-0.74,2.89,7.56,9.4,11.31,13.8,4.24
179,100.0,30.94,0.0,191.0,37.3,0.0,8.31,0.0,3.0,100.0,8.16,-2.84,175.43,1.41,2.81,28.41,100.0,100.0,42.22,6.96,7.11,270.75,42.12,50.0,7.89,65.29,64.0,34.46,72.85,22.67,13.82,10.57,18.7,56.91,7.03,15.85,262.13,0.0,262.13,0.9,51.88,0.0,125.39,16.77,62.7,23.9,97.37,2.06,1407.0,82.08,0.0,191.0,27.72,0.62,1.41,78.05,127.5,0.57,0.68,6.4,-2.84,7.04,11.96,2.1,11.28,33.07,16.04
180,50.0,7.69,0.0,170.94,42.9,42.74,4.9,0.0,3.0,100.0,38.71,-11.54,138.63,0.0,0.0,22.13,50.0,100.0,57.89,0.0,0.0,208.62,55.92,0.0,0.0,41.51,67.0,3.85,53.85,16.54,18.75,6.25,12.5,62.5,11.54,14.62,223.81,0.0,223.81,0.7,0.0,0.0,0.0,17.62,66.08,26.43,100.0,4.23,260.0,84.82,0.0,170.94,-7.69,0.55,0.43,76.09,178.8,2.7,8.55,7.69,-11.54,17.83,22.59,13.04,30.5,45.16,100.0
181,50.0,17.7,0.0,568.72,48.8,0.0,0.0,94.79,3.0,100.0,0.0,-8.85,365.2,4.42,0.0,25.22,50.0,100.0,74.74,0.0,0.0,487.77,4.3,0.0,0.0,57.08,62.4,13.27,47.71,18.14,3.64,25.45,52.73,18.18,13.27,10.18,11.6,46.73,11.6,0.91,88.5,0.0,0.0,14.29,50.22,11.26,94.74,22.57,226.0,47.62,0.0,568.72,-128.32,1.32,77.12,5.8,115.9,1.39,4.74,4.42,-8.85,15.84,34.72,3.67,15.49,33.78,66.67
182,100.0,18.55,0.0,238.06,32.1,2.01,2.53,7.04,3.0,100.0,38.98,1.67,218.96,13.25,11.49,171.41,100.0,86.94,30.84,3.93,8.82,339.64,66.93,139.42,6.99,48.6,72.5,53.21,65.57,18.82,14.38,10.56,4.77,70.29,7.66,15.69,145.83,8.02,145.83,1.05,68.14,0.39,52.11,19.27,64.21,22.67,97.51,3.36,10199.0,67.55,1.28,238.06,3.92,4.17,0.57,56.1,101.1,8.76,19.1,9.71,1.67,1.93,12.52,4.01,11.96,15.54,9.86
183,16.67,8.6,0.0,257.17,46.5,8.96,4.02,0.0,3.0,100.0,13.24,5.19,218.69,4.3,1.72,38.14,16.67,96.91,42.57,8.54,0.0,398.32,14.21,113.64,5.56,65.17,69.8,14.62,56.72,16.02,14.89,14.89,21.28,48.94,6.02,16.88,-25.05,8.64,-25.05,0.82,0.0,0.0,118.92,24.73,61.24,18.06,100.0,4.5,1155.0,76.46,0.0,257.17,-0.87,1.2,1.06,75.53,117.5,21.65,63.62,14.72,5.19,12.99,20.67,8.55,10.89,16.58,25.16
184,100.0,24.34,0.0,754.22,47.1,10.55,7.07,0.0,3.0,99.18,500.0,4.21,615.87,17.99,20.11,135.96,100.0,94.97,15.39,10.63,31.61,294.56,80.12,0.0,6.25,30.1,65.7,48.68,80.42,28.35,1.72,16.38,5.17,76.72,12.7,12.96,1721.0,0.0,1721.0,1.38,88.51,0.0,0.0,21.51,54.65,15.93,100.0,6.53,949.0,65.07,2.13,754.22,-3.16,8.95,3.15,49.71,108.7,3.88,21.1,8.43,4.21,0.73,7.83,1.39,35.23,45.65,17.86
185,23.08,1.89,78.47,87.85,32.8,4.52,3.94,0.0,3.0,100.0,86.56,-6.72,174.02,14.49,7.78,1975.0,23.08,75.0,50.29,4.71,0.0,308.19,106.18,113.92,5.36,40.0,62.7,23.1,66.9,24.45,8.89,5.98,9.06,76.07,5.54,11.35,314.08,7.0,314.08,0.5,6.49,2.95,26.05,16.64,52.72,17.5,77.88,5.73,8477.0,58.27,1.06,87.85,0.71,11.38,1.17,52.68,78.2,21.78,14.11,5.9,-6.72,5.44,28.42,-6.56,13.52,30.52,5.97
186,52.94,6.64,36.99,160.89,40.4,4.1,3.05,1.13,3.0,99.18,67.67,1.1,150.75,14.29,8.15,1760.0,52.94,77.49,46.25,4.05,0.0,372.26,72.98,131.94,3.73,51.7,69.8,28.78,69.26,19.73,22.14,4.18,1.25,72.42,5.13,16.14,60.51,9.18,60.51,0.55,0.0,0.0,36.49,20.09,63.54,21.89,67.45,14.78,9998.0,71.88,1.32,160.89,12.1,14.3,0.7,55.28,84.6,10.06,6.66,11.0,1.1,0.88,10.11,7.06,14.13,30.74,3.91
187,50.0,9.76,0.0,403.14,43.0,104.71,52.82,0.0,3.0,99.18,57.14,4.78,146.06,0.0,0.0,32.5,50.0,98.04,100.0,0.0,0.0,407.51,132.43,0.0,11.11,38.2,66.9,43.9,74.17,16.75,5.56,16.67,33.33,44.44,4.88,21.53,92.66,0.0,92.66,0.76,0.0,0.0,0.0,21.08,64.46,22.89,100.0,4.78,209.0,84.52,0.0,403.14,33.49,0.75,0.47,59.41,146.9,9.43,26.18,19.14,4.78,5.55,9.75,19.43,32.67,20.69,30.3
188,100.0,0.0,0.0,390.24,40.0,81.3,0.0,0.0,3.0,99.18,23.26,0.0,150.23,0.0,0.0,21.56,100.0,100.0,54.55,0.0,0.0,379.29,119.36,0.0,0.0,45.47,59.7,7.94,81.43,16.54,0.0,11.11,33.33,55.56,0.0,25.2,361.84,0.0,361.84,0.74,0.0,0.0,0.0,17.39,53.26,11.96,100.0,1.57,127.0,77.78,0.0,390.24,0.0,0.58,0.85,75.21,133.2,66.67,211.38,7.87,0.0,9.68,11.24,10.43,22.81,23.64,0.0
189,100.0,10.08,0.0,215.08,40.5,1.94,2.39,7.19,3.0,100.0,118.25,3.41,152.48,11.45,5.64,603.81,100.0,79.09,70.67,3.42,0.0,234.08,43.46,25.0,4.92,41.1,72.6,28.19,64.8,16.48,17.39,3.66,5.03,73.91,8.2,18.39,77.53,8.78,77.53,0.56,166.98,0.0,12.44,20.13,63.17,21.18,96.28,7.41,5857.0,75.05,1.2,215.08,3.76,4.58,5.8,31.75,92.8,19.52,15.93,11.61,3.41,0.19,16.67,21.04,19.77,13.46,9.48
190,33.33,14.45,0.0,341.17,41.9,0.0,2.08,68.23,3.0,99.18,77.06,0.0,152.86,8.37,0.76,191.82,33.33,86.67,14.63,7.6,0.0,239.02,28.57,0.0,7.32,56.4,69.0,22.81,70.21,19.48,7.95,14.77,2.27,75.0,8.37,17.28,47.57,15.33,47.57,0.8,19.03,0.0,0.0,22.94,64.55,18.68,98.97,9.36,1314.0,62.99,0.0,341.17,8.37,5.04,1.02,68.91,103.0,5.09,12.89,9.89,0.0,2.7,4.34,1.0,15.93,20.65,9.57
191,90.0,26.14,0.0,317.26,45.8,4.16,4.98,0.0,3.0,100.0,56.77,-1.12,180.77,4.92,2.65,26.16,90.0,89.42,34.89,3.84,7.48,226.21,42.47,112.2,5.26,48.71,69.6,31.06,71.68,20.24,9.87,9.87,26.01,54.26,6.06,16.16,198.33,15.33,198.33,0.8,23.19,29.93,79.48,18.68,64.63,23.91,94.19,4.71,2673.0,72.98,0.77,317.26,0.75,0.71,0.47,71.1,110.2,8.78,19.96,7.48,-1.12,4.76,14.35,14.04,27.28,24.2,14.56
192,33.33,11.58,0.0,243.03,43.4,2.37,2.49,4.15,3.0,99.45,67.46,-4.06,173.53,7.29,3.22,1048.0,33.33,91.08,29.24,3.58,1.19,445.75,58.15,150.83,4.4,37.64,61.5,32.6,59.88,20.57,18.42,10.84,0.86,69.88,6.09,12.61,46.77,4.76,46.77,0.68,4.54,0.0,69.65,23.9,57.73,14.72,93.92,2.15,8376.0,82.74,1.08,243.03,-0.96,17.85,2.0,11.39,74.9,10.96,8.54,5.61,-4.06,0.14,6.37,-2.34,11.41,30.55,9.61
193,66.67,6.95,0.0,285.26,38.9,0.0,7.46,19.7,3.0,100.0,28.83,-1.54,237.17,6.95,1.54,104.77,66.67,100.0,38.26,7.72,7.72,294.09,46.59,120.0,10.0,44.45,63.9,18.53,74.06,21.24,5.71,15.71,10.0,68.57,8.49,17.99,36.82,7.71,36.82,0.62,23.17,0.0,72.73,21.1,60.46,21.54,96.91,6.64,1295.0,74.32,0.0,285.26,-3.09,2.22,0.32,63.14,92.2,5.16,14.18,6.95,-1.54,4.76,18.71,9.56,19.59,30.59,24.1
194,80.0,4.2,0.0,200.25,39.4,3.08,4.24,0.0,3.0,100.0,60.59,6.89,363.89,7.5,4.5,74.05,80.0,86.25,39.31,3.01,3.0,363.83,11.52,102.08,5.08,41.03,72.7,27.01,69.87,15.46,7.55,17.19,22.66,52.6,3.0,21.33,31.75,15.16,31.75,0.75,0.0,5.39,58.14,14.9,54.15,15.07,92.56,10.28,3338.0,50.42,0.0,200.25,4.49,4.11,58.07,7.74,98.0,1.32,6.16,14.08,6.89,2.29,44.84,10.75,16.61,16.62,9.98
195,45.45,8.0,27.53,167.66,47.4,3.65,3.6,1.0,3.0,98.9,48.22,-4.74,152.02,9.67,6.16,105.95,45.45,84.13,21.39,3.52,1.76,307.62,63.38,77.34,5.4,31.77,80.2,11.43,75.18,22.48,8.24,11.65,9.66,70.45,4.57,15.87,194.69,7.98,194.69,0.65,27.91,0.0,49.98,17.58,61.65,25.93,65.91,4.31,11394.0,32.97,1.32,167.66,1.58,1.74,0.19,74.34,94.6,10.02,12.5,6.93,-4.74,9.04,8.19,5.93,12.81,23.13,9.87
196,71.43,52.43,0.0,824.32,46.3,0.0,12.55,0.0,3.0,98.36,31.7,-3.79,323.12,0.0,0.0,4.26,71.43,98.84,100.0,0.0,0.0,222.75,14.16,0.0,0.0,80.37,64.2,33.71,52.6,21.97,5.71,8.57,37.14,48.57,11.24,7.95,219.54,37.17,219.54,1.03,90.91,0.0,0.0,25.0,64.55,18.28,100.0,2.27,264.0,83.33,0.0,824.32,15.15,0.61,21.0,61.6,110.9,2.56,30.41,0.0,-3.79,14.97,22.94,4.35,17.43,25.19,41.67
197,77.78,5.52,0.0,117.66,48.4,4.66,2.34,0.93,3.0,100.0,72.54,1.6,170.37,8.51,5.06,747.36,77.78,91.16,64.78,2.32,0.0,315.85,34.42,0.0,3.81,69.62,73.6,54.07,58.03,16.87,10.14,2.7,2.7,84.46,8.05,14.93,99.05,9.21,99.05,0.73,12.99,0.0,0.0,15.23,79.39,38.34,87.76,5.17,4387.0,84.93,1.16,117.66,7.29,19.49,1.53,44.8,100.3,9.15,6.06,8.21,1.6,12.75,16.02,7.5,13.67,29.04,4.62
198,79.49,6.1,20.62,67.91,58.0,0.0,1.42,0.52,3.0,99.45,120.71,-5.85,174.61,13.02,7.68,14457.0,79.49,74.93,52.44,3.88,0.43,326.73,55.72,148.3,4.02,35.43,65.9,33.97,70.72,26.51,12.91,2.42,0.11,84.55,6.81,11.2,42.3,5.73,42.3,0.47,6.9,0.0,38.44,19.13,58.27,20.92,70.35,4.0,46120.0,79.54,1.42,67.91,4.79,38.34,1.88,0.0,75.3,19.37,4.91,5.79,-5.85,2.19,6.94,-4.68,6.57,33.17,4.17
199,83.33,26.39,0.0,586.34,50.7,0.0,0.0,3.07,3.0,98.36,45.61,-1.45,63.61,2.93,4.4,54.13,83.33,96.62,22.78,7.39,29.09,430.2,22.3,123.53,9.68,52.47,69.5,27.13,59.51,12.87,16.38,5.17,16.38,62.07,7.33,19.64,117.14,7.36,117.14,0.75,130.91,0.0,192.09,21.15,64.44,19.0,98.28,10.11,1375.0,82.55,1.48,586.34,20.36,9.72,56.54,14.57,113.2,2.77,14.58,5.82,-1.45,1.46,21.2,21.68,11.89,28.61,27.78
200,37.5,9.99,0.0,221.29,42.2,0.0,3.57,0.0,3.0,100.0,110.52,1.79,214.61,7.99,4.4,132.66,37.5,96.26,30.76,2.01,3.98,560.17,26.89,110.0,3.72,52.03,73.0,32.37,62.15,15.42,8.95,8.95,7.72,74.38,4.8,18.55,54.4,12.12,54.4,0.67,1.99,0.0,64.52,19.05,54.31,14.63,80.0,10.87,5025.0,63.87,0.2,221.29,-2.59,5.74,61.06,20.38,91.0,37.64,104.79,11.14,1.79,1.02,21.2,14.02,16.66,10.38,5.52
201,66.67,9.58,0.0,501.52,69.3,0.0,10.39,0.0,3.0,100.0,75.83,-12.38,342.58,6.39,0.0,30.19,66.67,100.0,55.56,0.0,0.0,1507.0,5.41,116.67,33.33,60.16,66.0,22.36,76.5,29.41,1.49,26.87,44.78,26.87,15.97,9.91,185.98,34.48,185.98,0.88,105.26,0.0,505.26,17.76,57.92,15.83,100.0,6.19,323.0,47.14,0.0,501.52,-12.38,2.45,59.44,17.01,124.5,7.69,42.55,21.67,-12.38,10.11,33.11,3.19,10.36,14.83,22.22
202,73.91,39.27,0.0,463.45,43.1,0.0,26.37,19.31,3.0,100.0,15.73,-8.46,368.39,1.4,5.61,8.34,73.91,99.63,60.0,0.0,42.31,598.65,9.81,150.0,0.0,52.03,65.7,42.08,64.5,22.85,5.45,1.82,67.27,25.45,11.22,13.4,-177.1,0.0,-177.1,1.18,191.82,0.0,148.15,21.71,54.94,16.92,98.31,2.26,709.0,81.66,0.0,463.45,5.64,2.23,37.77,40.22,163.0,9.54,164.14,5.64,-8.46,5.7,23.59,-4.7,19.67,51.61,147.37
